,enerProc,enerSol,SF,enerHPump,enerCald,enerPeak,enerSto
1,13087.895571641655,321.22837811510266,2.454392888121203,10760400.0,8235000.0,321.22837811510266,0.0
2,11949.817695846725,262.87388965419166,2.1998150628319295,10760400.0,8235000.0,262.87388965419166,0.0
3,14193.850281587525,263.2845604167622,1.8549199490873796,10760400.0,8235000.0,263.2845604167622,0.0
4,16594.317586097986,191.6136814556913,1.1546945540937283,10760400.0,8235000.0,191.6136814556913,0.0
5,18361.805555925737,151.84089932134222,0.8269388261348841,10760400.0,8235000.0,151.84089932134222,0.0
6,18195.784876553505,120.67661478449095,0.663211922998666,10760400.0,8235000.0,120.67661478449095,0.0
7,20523.33769350184,135.58730490498962,0.6606493881739308,10760400.0,8235000.0,135.58730490498962,0.0
8,18836.412584057423,183.2538445949298,0.9728701990209664,10760400.0,8235000.0,183.2538445949298,0.0
9,17291.237317565952,245.21312734210068,1.4181352255977178,10760400.0,8235000.0,245.21312734210068,0.0
10,15260.237409471714,300.45798144372696,1.9688945419501724,10760400.0,8235000.0,300.45798144372696,0.0
11,12591.057273176337,313.67645173422557,2.491263798811191,10760400.0,8235000.0,313.67645173422557,0.0
12,13450.1225084538,331.4401211686599,2.4642163739426164,10760400.0,8235000.0,331.4401211686599,0.0
